ID,Name,Sex
23888,Norma Wilson Croker-Fleming,F
23905,Kylie Cronk,F
23906,Toni Maree Cronk,F
23935,Anne Therese Cross (Leaney-),F
23937,Hannah Cross,F
23949,"Thomas George ""Tom"" Cross",M
23951,William Greville Crosley Cross,M
23957,Mervyn Richard Crossman,M
23958,Perry Rothrock Crosswhite,M
23967,"Kenneth ""Ken"" Crotty",M
23969,Graham Douglas Crouch,M
23988,"Kimberley ""Kim"" Crow-Brennan",F
23993,Martin Francis Crowe,M
23996,Robert Colville Crowe,M
24001,"Margaret Mary ""Marg"" Crowley (Leaney-)",F
24013,Carolyn Crudgington,F
24020,Larissa Rose Crummer,F
24182,"Timothy John ""Tim"" Cuddihy",M
24226,Nikita Cuffe,F
24251,"David Thomas ""Dave"" Culbert",M
24260,Jason Culina,M
24289,"Daniel Henry ""Dan"" Cumming",M
24295,Frank Mark Cummings,M
24299,Robert Arthur Cummings,M
24316,John Bruce Cuneo,M
24329,Alexander M. Cunningham,M
24330,Barbara Cunningham (Conduit-),F
24332,"David ""Dave"" Cunningham",M
24333,David Allan Cunningham,M
24366,Michael Curcija,M
24368,Amy Louise Cure,F
24370,Ben Cureton,M
24380,Morris Joseph Curotta,M
24391,Caroline Curren,F
24393,Andrew Bruce Currey,M
24396,Donald Currie,M
24413,Lisa Gaye Curry-Kenny,F
24416,Bryan F. Curtin,M
24417,Richard A. Curtin,M
24422,Nina Curtis,F
24435,Robert Stephen Cusack,M
24436,"Thomas ""Tom"" Cusack",M
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F
24615,Matthew D'Aquino,M
24617,"Nicholas James ""Nick"" D'Arcy",M
24618,Sarah-Jane D'Arcy,F
24964,Peter Richard Dale,M
24978,"Melvyn ""Mel"" Dalgleish",M
25008,"Benjamin George ""Ben"" Dalley",M
25034,"Bradley ""Brad"" Dalton",M
25035,Brian Dalton,M
25036,Chloe Elysha Dalton,F
25041,Karen Dalton,F
25042,Mark Dalton,M
25050,"Beatrice ""Bea"" Daly",F
25052,Janet Daly (-Born),F
25057,Lesley Daly,F
25143,Barry Dancer,M
25149,"Juris O. ""George"" Dancis",M
25150,"Mikelis Reinis ""Mike"" Dancis",M
25274,"William ""Bill"" Dankbaar",M
25322,Anthony Danze,M
25354,Angie Darby,F
25359,"Thomas Arthur ""Tom"" Darcey",M
25368,"Stanley ""Stan"" Dargis",M
25384,Lisa Darmanin,F
25499,Robert Dauer,M
25543,Lara Shiree Davenport,F
25550,Edna May Davey (-Hamilton),F
25590,Alan Edward Davidson,M
25599,Robert Davidson,M
25603,"Theodore L. S. ""Scott"" Davie",M
25604,Alison Nicole Davies,F
25614,Craig Davies,M
25622,Grant Jon Davies,M
25624,Ian Davies,M
25632,John Griffith Davies,M
25633,"Judith Joy ""Judy-Joy"" Davies",F
25640,Rhian Davies,F
25647,Stephen John Davies,M
25648,"Teifion ""Taffy"" Davies",M
25649,"Terence Rodney ""Terry"" Davies",M
25653,William Maurice J. Davies,M
25687,Hannah Davis,F
25708,Kyle Davis,M
25726,Tracey Davis,F
25733,Karyn Dale Davis-Gojnich,F
25749,Christine Davy (-Smith),F
25773,John Gregory Dawe,M
25777,Scott Thomas Dawes,M
25793,"Matthew ""Matt"" Dawson",M
25796,Peter Douglas Dawson,M
25797,Peter Bruce William Dawson,M
25805,"William George ""Bill"" Day",M
25813,Jason Scott Day,M
25818,Tiffany Day,F
25825,Marlene Anne Dayman (-Chapman),F
26019,"Robert Francois ""Rob"" de Castella",M
26137,Gillian C. de Greenlaw,F
26172,"Roderic George ""Rod"" de Highden",M
26316,Evelyn Rose de Lacy (-Whillier),F
26598,Benjamin Mielke de Roo,M
26730,Lisa Marie De Vanna,F
26765,Michelle de Vries (-Cole),F
26804,Liam Andrew De Young,M
26828,Christine Deakes (-Holt),F
26829,Nathan Douglas Deakes,M
26837,Anthony Dean,M
26850,Andrew Deane,M
26851,Anthony Deane,M
26857,Paul Robert Dearing,M
26861,Timothy Deavin,M
27181,"Ashley Jason ""Ash"" Delaney",M
27182,Cameron Delaney,M
27192,Michael William Delany,M
27260,Lucien Delfour,M
27328,Dorothy Gaye Dell (Murphy-),F
27351,Casey Dellacqua,F
27355,"Matthew ""Matt"" Dellavedova",M
27510,Peter George Demos,M
27514,George Dempsey,M
27520,Dominic Demschar,M
27549,Patricia Dench,F
27594,Eddie Denis,M
27618,Helen Jennifer Denman,F
27623,Joel Dennerley,M
27627,Travis Philip Denney,M
27629,"Clara ""Clare"" Dennis (-Golding)",F
27631,"David ""Dave"" Dennis",M
27635,Rohan Dennis,M
27638,Melanie Jane Dennison,F
27643,Matthew Denny,M
27646,Erin Densham,F
27649,Martin Dent,M
27653,Peter Lindsay Denton,M
27746,Noel Edward Derrick,M
27838,Maria Despas,F
27904,Graham Norman Deuble,M
27959,John Thomas Devitt,M
27964,Kerry Wayne Devlin,M
27987,Steven Dennis Dewick,M
28053,Paul Joseph Anthony Di Bella,M
28099,Adrian Di Piazza,M
28172,Michael Constantine Diamond (Diamondopoulous-),M
28231,Domingo Diaz,M
28335,Ian Robinson Dick,M
28355,Arnie Bradley W. Dickins,M
28356,John Basil Charles Dickinson,M
28366,Bruce Donald Dickson,M
28368,David Gavin Dickson,M
28373,Michael Dickson,M
28375,Peter James Dickson,M
28429,Kerry Dienelt,F
28530,Damon Laurance Diletti,M
28531,Spase Dilevski,M
28732,Wayne David Diplock,M
28815,"William John ""Bill"" Dixon",M
28816,Carly Dixon,F
28926,Tommaso D'Orsogna,M
28944,John Doak,M
28945,Peter John Doak,M
28946,Robert Doak,M
28948,Christine Doan,F
29013,Christine Helen Dobson,F
29016,Jodie Dobson,F
29017,Louise Karen Dobson,F
29045,"Melanie ""Mel"" Dodd",F
29048,Simon Dodd,M
29071,"Benjamin Philip ""Ben"" Dodwell",M
29081,Herman Austin Doerner,M
29082,Luke Doerner,M
29103,"Hugh William ""Bill"" Doherty",M
29135,Jelena Dokic,F
29217,Amanda Doman,F
29306,Tamika Skye Domrow,F
29313,Jake Donaghey,M
29329,Barry William Donath,M
29416,"Jennifer Barbara ""Jenny"" Donnet",F
29428,"Joseph James ""Joey"" Donovan",M
29433,"Terene Eva ""Terry"" Donovan",F
29488,Kevin John Dorge,M
29519,Loretta Dorman,F
29533,"Timothy Paul ""Tim"" Dorning",M
29581,Ivo dos Santos,M
29655,Ralph Douglas Doubell,M
29657,"Kenneth Leslie ""Ken"" Doubleday",M
29658,Mark Lindsay Doubleday,M
29678,David G. A. Douglas,M
29681,Dimity Jean Douglas,F
29687,"Georgina Caroline ""Gina"" Douglas",F
29699,John Alan Douglas,M
29700,Linda Douglas,F
29714,Colin Douglas-Smith,M
29747,Leo Dove,M
29748,Russell Joseph Dove,M
29785,"John McKenzie ""Jack"" Downey",M
29794,Barry Christopher Downs,M
29795,Rachael Downs (-Sanna),F
29798,Brennon James Dowrick,M
29811,Brian John Doyle,M
29812,David Doyle,M
29816,Kyeema Doyle,F
29818,"Marcus ""Mark"" Doyle",M
29924,Graham Horace Drane,M
29932,Warwick Draper,M
29965,Lachlan George Dreher,M
30269,Cedric Dubler,M
30426,Jason Paul Duff,M
30476,"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F
30486,"John Desmond ""Des"" Duguid",M
30500,"Dennistoun Vaughan  ""Dennis""  Duigan",M
30514,Richard John Duke,M
30556,Scott Dumbrell,M
30625,Nanette Mary Duncan (-Thomas),F
30630,Robert Bruce Duncan,M
30664,Joshua Dunkley-Smith,M
30679,Graham John Dunn,M
30686,"Matthew Stephen ""Matt"" Dunn",M
30691,"Robert ""Robbie"" Dunn",M
30865,Berry Hayworth Durston,M
30916,Brett Allan Dutton,M
30918,Phillip Peter Dutton,M
30925,Bryony Duus,F
30928,"Alfred Walter ""Alf"" Duval",M
31015,Jamie Raymond Dwyer,M
31016,John P. Dwyer,M
31017,Kirstin Sheree Dwyer,F
31019,"Patrick ""Pat"" Dwyer",M
31148,Oliver Dziubak,M
31165,Sean Patrick Eadie,M
31171,Bronwyn Louise Eagles,F
31175,Andrew Earl,M
31179,"William Joseph ""Bill"" Earle",M
31186,Ron Easey,M
31194,Casey Eastham-Sablowski,F
31291,Katie Rae Ebzery,F
31340,Peter Ralph Eckhardt,M
31363,Gary John Eddy,M
31366,"Susan ""Sue"" Eddy (-Dolbey)",F
31370,Peta Louise Edebone,F
31402,Thomas Edgar,M
31414,"Sophia Jane ""Sophie"" Edington",F
31418,Mari Edland,F
31427,"Robert ""Bob"" Edmond",M
31432,"Robert ""Rob"" Edmonds",M
31433,"Alexander ""Alex"" Edmondson",M
31434,Annette Edmondson,F
31439,Ian Edmunds,M
31440,"Madeleine ""Maddie"" Edmunds",F
31473,Anthony John Edwards,M
31478,David Edwards,M
31479,"Deborah Lee ""Debbie"" Edwards (-Schulstad)",F
31501,Peter Frederick Edwards,M
31604,Nathan John Eglington,M
31746,"Leonard Alexander ""Len"" Einsaar",M
31809,"Victor John ""Vic"" Ekberg",M
32226,Troy Elder,M
32251,Janelle Lynette Elford (-Pallister),F
32265,"Clyde Lisbon ""George"" Elias",M
32309,Norman Merrington Ella,M
32339,"Herbert James ""Herb"" Elliott",M
32343,Richard John Elliott,M
32361,Daniel Ellis,M
32363,Eli James Ellis,M
32394,"James Andrew ""Jimmy"" Elmer",M
32396,Lachlan Anthony Elmer,M
32407,Brittany Joyce Elmslie,F
32431,Ahmad Elrich,M
32457,Gracie Elvin,F
32487,Brett Emerton,M
32490,"Mitchell ""Mitch"" Emery",M
32562,Morgan Martin Endicott-Davies,M
32600,"Roberto Manuel ""Robert"" Enes",M
32645,Michelle Engelsman,F
32664,David England,M
32886,"Christopher ""Chris"" Erickson",M
33241,Chloe Esposito,F
33242,Daniel Esposito,M
33246,Max Esposito,M
33360,Gemma Etheridge,F
33388,Mark Edward Ettles,M
33408,"Gregory ""Greg"" Eurell",M
33427,Anthony Evans,M
33429,Barbara Elizabeth Evans (-Sargeant),F
33431,Blair Catherine Evans,F
33432,Cadel Lee Evans,M
33437,Dean Michael Evans,M
33467,Peter Maxwell Evans,M
33470,"Raymond Garry ""Ray"" Evans",M
33473,"Stephen Frederick ""Steve"" Evans",M
33482,Peter Maitland Evatt,M
33484,"Richmond Cavill ""Dick"" Eve",M
33527,Ruth Rhonda Everuss,F
33529,Hannah Every-Hall,F
33561,Marion Lynette Exelby (-Gray),F
33608,Allan Fa'alava'au,M
33698,"Lszl ""Leslie"" Fadgyas",M
33718,Darren Michael Fagan,M
33750,Thomas John Fahey,M
33801,"Suzanne Helen ""Sue"" Fairhurst",F
33802,Stephen Fairless,M
33804,Kate Fairweather (-Schmidt),F
33805,Simon John Fairweather,M
33873,Dana Faletic,F
33927,"Trisha Nicole ""Trish"" Fallon (-Dykstra)",F
33930,"Anthony ""Tony"" Falson",M
34062,Frank Farina,M
34104,Peter John Farmer,M
34129,Andrew Farrance,M
34130,Mia Farrance,F
34134,Angela Farrell,F
34155,Renita Maree Farrell-Garard,F
34162,John Allan Farrington,M
34170,John Farrow,M
34184,"Gregory John ""Greg"" Fasala",M
34256,"Ronald Sinclair ""Ron"" Faulds",M
34265,"Suzanne Margaret ""Suzie"" Faulkner",F
34267,"Marcus A. C. ""Marc"" Faulks",M
34364,"Joseph Ray ""Joe"" Fazio",M
34372,Jackson Campbell Fear,M
34374,Clair-Louise Fearnley,F
34377,Alison Feast (-Hittmann),F
34378,Bruce Featherston,M
34397,Adam Jay Federici,M
34437,"Alexandra Jane ""Lexie"" Feeney",F
34514,Juanita Ruth Feldhahn,F
34591,John Felton,M
34601,"Jeffrey ""Jeff"" Fenech",M
34645,"Leonard ""Len"" Fenton",M
34647,Liane Fenwick,F
34686,Alicia Ferguson,F
34689,David Ferguson,M
34690,"Donald George ""Don"" Ferguson",M
34698,"John Farquharson ""Jack"" Ferguson",M
34700,John Abbott Ferguson,M
34701,Keith Ferguson,M
34703,Leon Henry Ferguson,M
34704,"Michele ""Mitzi"" Ferguson",F
34724,"Alexander ""Alex"" Ferlazzo",M
34825,Jaime Francisco Fernandez,M
34902,Scott Fernandis,M
34913,"Edward ""Ed"" Fernon",M
34960,Celeste Deirdre Ferraris,F
35047,Scott William Ferrier,M
35057,Michelle Louise Ferris,F
35087,John Erle Fethers,M
35125,"Nicholas David ""Nick"" Ffrost",M
35184,Bruce William Field,M
35220,Pietro Figlioli,M
35283,John Richard Filan,M
35388,George Ingle Finch,M
35391,"Kenneth Roy ""Ken"" Finch",M
35393,Richard Grahame Finch,M
35400,James Norman Findlay,M
35410,Gavin Fingleson,M
35422,"Mervyn David ""Merv"" Finlay",M
35549,Naomi-Lee Fischer-Rasmussen,F
35566,Maree Beverley Fish,F
35573,"Christopher ""Chris"" Fisher",M
35574,Duncan J. Fisher,M
35583,"Nicholas ""Nick"" Fisher",M
35586,Ryan Fisher,M
35587,Scott Fisher,M
35628,Carl Edward Fitzgerald,M
35629,Colin John Fitzgerald,M
35635,"Gregory ""Greg"" Fitzgerald",M
35638,John Basil Fitzgerald,M
35642,Peter Fitzgerald,M
35655,Riley Fitzsimmons,M
35657,"David Thomas ""Dave"" Fitzsimons",M
35698,"Edwin Harold ""Teddy"" Flack",M
35715,Anna Flanagan,F
35729,"Frederick J. ""Fred"" Flannery",M
35783,Joshua John Fleming,M
35784,Paul Fleming,M
35792,Jane Christina Flemming,F
35805,Barbara Kay Fletcher (-Evans),F
35813,Jarrod Fletcher,M
35838,Charles Bruce Flick,M
35851,"Debra Lee ""Debbie"" Flintoff-King",F
35874,Naomi Flood,F
36020,Lyndsie Fogarty,F
36055,Lynda Mary Folauhola,F
36067,Con Foley,M
36070,Maurice Hinton Foley,M
36072,"Stephen Neil ""Steve"" Foley",M
36085,Selina Follas,F
36190,Caitlin Jade Foord,F
36205,David John Oliver Forbes,M
36208,John Robert Forbes,M
36210,Robyn Forbes,F
36225,Arthur E. Ford,M
36232,George Ford,M
36236,Michelle Jan Ford (-Eriksson),F
36239,Ronald Keith Ford,M
36240,Russell Ford,M
36251,Annemarie Forder,F
36279,Alison Leigh Forman,F
36303,Judy Forras,F
36304,Peter Forras,M
36310,"Elizabeth Marie ""Lisa"" Forrest",F
36350,Karsten Forsterling,M
36352,Adam Tony Forsyth,M
36356,"Timothy Charles ""Tim"" Forsyth",M
36422,Gillian Foster,F
36426,"John Lewis ""Jake"" Foster",M
36432,"Kathryn ""Kathy"" Foster (Davey-)",F
36434,Margot Elizabeth Foster,F
36439,Peter Foster,M
36443,Sally Foster (-Hunter),F
36503,Katie Foulkes,F
36567,"Jessica Esther ""Jess"" Fox",F
36569,Joanne Kylie Fox,F
36570,John Dennis Fox,M
36574,Rodney John Fox,M
36582,Hayden Vernon Foxe,M
36620,Linley Margaret Frame (-Anstey),F
36672,Leanne Francis,F
36675,Milton Albert Francis,M
36760,Robert Frank,M
36787,Trent Franklin,M
36835,Pauline Frasca,F
36840,Dawn Lorraine Fraser,F
36843,Elizabeth Fraser (-Walker),F
36851,"Ingeborg ""Ing"" Fraser (Haussler-)",F
36860,Marcus Fraser,M
36865,"Suzannah ""Suzie"" Fraser",F
36868,Thomas William Fraser-Holmes,M
36878,Luigi Carmine Fratangelo,M
36901,Michael Bruce Frayne,M
36902,Henry Max Frayne,M
36908,Kim Frazer,F
36931,Clayton Fredericks,M
36935,Lucinda Fredericks (Murray-),F
36967,Duncan Seth Free,M
36975,"Catherine Astrid Salome ""Cathy"" Freeman",F
36980,Gerald Freeman,M
36994,Noel Frederick Freeman,M
37005,"Lynne-Marie ""Lynn"" Freh (-Evania)",F
37072,Colin Victor French,M
37077,Mark French,M
37079,Robert Edward French,M
37180,Inge Friedenfelds,M
37259,Helen Audrey Ray Frith (-Searle),F
37318,Richard James Fromberg,M
37631,"Susanne ""Sue"" Funch (-McCarthy)",F
37740,"Christopher John ""Chris"" Fydler",M
37858,Neville Edward Gadsden,M
37920,"Francis ""Frank"" Gailey",M
37936,Melinda Maree Gainsford-Taylor,F
37958,"Jarmila Gajdoov (-Groth-, -Wolfe)",F
38015,Jo-Ann Galbraith,F
38027,Natalie Galea,F
38030,"Eugen-Josip ""Eugene"" Galekovic",M
38043,Elena Galiabovitch,F
38104,Peta Gallagher,F
38163,James Chester Galloway,M
38195,Felicity Madeline Galvez,F
38223,Maxwell S. Gamble,M
38251,Wayne Bruce Gammon,M
38378,Allan Ganter,M
38452,Brendan James Garard,M
38729,Linda Maree Garden (-Parr),F
38744,"Robert Charles ""Bob"" Gardiner",M
38751,John Neville Gardiner,M
38756,Karen Gardiner-Kah,F
38759,Corrie Henry Gardner,M
38765,"Elizabeth ""Liz"" Gardner",F
38771,Peter John Gardner,M
38786,Katrin Garfoot,F
38823,Mark James Garner,M
38827,Russell Garnett,M
38851,"Richard Edward ""Dick"" Garrard",M
38852,Richard James Garrard,M
38866,Murray Garretty,M
38881,Heather Ann Garriock,F
38908,Stacey Gartrell,F
38918,Charles Francis Garzarella,M
39028,"Terrence Steven ""Terry"" Gathercole",M
39044,"Rocco ""Rocky"" Gattellari",M
39081,Paul Charles Gaudoin,M
39083,Blake Gaudry,M
39166,Daria Gavrilova,F
39218,Andrew Barry Casson Gaze,M
39219,Lindsay John Casson Gaze,M
39263,Daniel Geale,M
39341,"Susanna ""Sue"" Geh",F
39457,Peter Genders,M
39511,Ashleigh Gentle,F
39542,Bevan Christopher George,M
39543,Cayla George,F
39551,Emma Louise George,F
39651,Simon Gerada,M
39653,Kelly Geraghty,F
39805,Tess Gerrand,F
39806,Simon Gerrans,M
40079,Miranda Giambelli,F
40158,Adam Gibson,M
40173,"John Henry Fawdon ""Jock"" Gibson",M
40176,Margaret Percival Gibson (-Messenger),F
40185,"Thomas ""Tom"" Gibson",M
40214,"Frederick William ""Fred"" Giffin",M
40278,Jarrod Gilchrist,M
40289,David James Giles,M
40293,Maureen Patricia Giles (-Monckton),F
40361,Graham Gillies,M
40362,"Penelope Elizabeth ""Penny"" Gillies (McCallum-)",F
40375,John Ernest Gillman,M
40380,Peter Laidlaw Gillon,M
40383,Shara Gillow,F
40399,Rebecca Ellen Gilmore (-Manuel),F
40402,Paul Gilmour,M
40449,Drew Cameron Ginn,M
40456,Jason Giobbi,M
40514,Graham Chater Gipson,M
40549,Cameron Girdlestone,M
40602,Kasey Giteau,F
40606,Adam Bart Gitsham,M
40672,Matthew Glaetzer,M
40685,Lucy Glanville,F
40763,Brian Alan Glencross,M
40774,Myriam Glez,F
40810,Pamela Glossop,F
40989,"William ""Will"" Godward",M
41014,Richard Goerlitz,M
41024,Keesja Kaia Gofers,F
41025,Taniele Gofers,F
41027,Norman Goff,M
41028,Randall Goff,M
41061,"Matthew ""Matt"" Gohdes",M
41117,"Douglas James ""Doug"" Golder",M
41118,"Thomas Neville ""Tom"" Golder",M
41121,George Augustus Golding,M
41159,Kelly Golebiowski,F
41178,Olivia Gollan,F
41341,Stuart Gomez,M
41401,Tibor Gonczol,M
41494,David Gonzalez,M
41627,Paul Gonzalez,M
41673,"Geoffrey Charles ""Geoff"" Goodacre",M
41676,Stephen James Goodall,M
41697,Harvey John Goodman,M
41699,John William Goodman,M
41701,Molly Goodman,F
41702,Scott Linton Goodman,M
41707,Alan Goodrope,M
41724,Tania Gooley (-Humphry),F
41792,Alastair Gordon,M
41798,Dean Gordon,M
41879,Melissa Anne Gorman,F
41881,Shelley Ann Gorman-Sandie,F
41909,Katrina-Lee Gorry,F
41952,Richard Kevan Gosper,M
41958,"Matthew Harley ""Matt"" Goss",M
42057,Donna Maree Gould (-Kite),F
42061,"Ainslie Beric ""Joe"" Gould",M
42065,"Shane Elizabeth Gould (-Innis, -Nelms)",F
42067,"Christopher John ""Chris"" Goulding",M
42092,David Munro Gourlay,M
42117,Blake Govers,M
42118,Kieran Govers,M
42128,"Ronald Charles ""Ron"" Gower",M
42131,"Donald ""Don"" Gowland",M
42191,"Joshua ""Josh"" Grace",M
42193,Maurice Charles Grace,M
42195,Ricky Ray Grace,M
42196,Frederick Spencer Grace,M
42231,"Herbert Ephraim ""Harry"" Graetz",M
42267,Elka Graham (-Whalan),F
42276,Kelvin John Graham,M
42284,Matt Graham,M
42314,"Catherine Anne ""Cathy"" Grainger-Brain",F
42392,Noel Francis Granger,M
42415,Andrew Grant,M
42419,"Robert James ""Bob"" Grant",M
42432,Peter Treacy Grant,M
42433,Rhys Grant,M
42434,Stephanie Grant,F
42505,Jared Graves,M
42523,"Edgar Laurence ""Dunc"" Gray",M
42529,Helen Jewel Gray (-Johnston),F
42536,Mark Gray,M
42537,Matthew Scott Gray,M
42539,Paul Gray,M
42540,Pauline Elizabeth Gray (-Christison),F
42541,"Penelope ""Penny"" Gray (-Dunbabin)",F
42545,Ronald Gray,M
42548,Sonya Gray (-Seville),F
42614,Charles Richard Green,M
42616,Craig Andrew Green,M
42618,"Daniel Thomas ""Danny"" Green",M
42619,David Michael Green,M
42621,Dennis Allan Green,M
42623,Ellia Green,F
42642,"Nicholas David ""Nick"" Green",M
42652,"Nicola ""Nicky"" Green-Bethwaite",F
42673,Paul Haydon Greene,M
42680,Grant Brian Greenham,M
42693,"Nimrod ""Nim"" Greenwood",M
42738,"Leonard Stuart ""Leon"" Gregory",M
42744,Ryan Gregson,M
42745,Daniel Mark Greig,M
42762,"Vincenzo ""Vince"" Grella",M
42771,Michael Ronald Grenda,M
42806,Julia Emma Greville (-Radley),F
42809,Robyn Grey-Gardner,F
42840,David Griff,M
42886,Ryan Alan Griffiths,M
42887,Sam Griffiths,M
42889,William Edward Griffiths,M
42913,Tatiana Grigorieva,F
42936,Alison Mary Grigson,F
42949,Hollie Louise Grima (-Florance),F
42990,Anton Grimus,M
42992,Alan Joseph Grindal,M
43005,"Matthew ""Matt"" Grinlaubs",M
43078,Kristian Groenintwoud,M
43119,Dieter Grning,M
43217,"Samuel ""Sam"" Groth",M
43237,"Kenneth ""Ken"" Grove",M
43238,Alan Geoffrey Grover,M
43241,Madeline Groves,F
43485,Chelsea Lea Gubecka,F
43497,"Christopher Luke ""Chris"" Guccione",M
43534,Marieke Katherine Guehrer (-D'Cruz),F
43620,David Guest,M
43626,Paul Marshall Guest,M
43627,Peter John Guest,M
43832,Gary Gullock,M
44074,Alistair Samuel Guss,M
44075,Antony Guss,M
44077,Marilla Guss,F
44130,Bridgette Marie Gusterson (-Ireland),F
44366,Kate Gynther,F
44388,Brooke Jade Gysen,F
44458,Alex Haas,M
44513,Gary Haberl,M
44516,"Stephen Thomas ""Steve"" Haberman",M
44532,Leigh Christine Habler,F
44569,Grant George Hackett,M
44570,Nicole Leanne Hackett,F
44578,Keith Hackshall,M
44580,Brendon Alan Hackwill,M
44612,Peter Robert Hadfield,M
44620,Jayden Hadler,M
44633,Katharina Haecker,F
44640,Toby Christian Haenen,M
44681,Alexandra Hagan,F
44722,"Marcus William ""Mark"" Hager",M
44812,Robert Irwin Haigh,M
44821,Louis Henry Hailey,M
44889,"Malte Sigvard ""Monty"" Hakansson (Hkansson-)",M
44952,Geoffrey Alan Hale,M
44953,Ian Maxwell Hale,M
44958,"Edward ""Ted"" Hale",M
45011,Graeme Lansell Hall,M
45014,Jessica Hall,F
45022,Linden Hall,F
45030,Noel William Hall,M
45033,Sam Hall,M
45078,Kevin John Hallett,M
45085,Amber Jae Halliday,F
45087,Emily Pia Halliday,F
45106,Evelyn Halls,F
45107,"Joanna ""Jo"" Halls",F
45130,"Gerald Alexander ""Jerry"" Halpin",M
45266,Samantha Hamill,F
45273,Colin Michael Hamilton,M
45281,Graham Hamilton,M
45303,Sally Hamilton-Fleming,F
45307,William Donald Hamlyn-Harris,M
45348,Bianca Maree Hammett,F
45353,Cameron Hammond,M
45362,"Robert Rodney ""Rob"" Hammond",M
45364,Sarah Hammond,F
45365,"Stanley R.A. ""Stan"" Hammond",M
45368,Wayne Gary Hammond,M
45416,Brooklee Han,F
45459,Justin (Jiapeng-) Han,M
45541,Stephen Handley,M
45565,Linda Hanel (-Lepore),F
45568,Fiona Hanes-Crawford,F
45582,Kylie Hanigan (-Brennan),F
45595,Simone Hankin,F
45599,Paul Hanley,M
45601,Robert Peter Hanlin,M
45607,"Donald ""Don"" Hanly",M
45610,Mary Hanna,F
45678,Basil I. Hansen,M
45766,Kieran Hansen,M
45815,Warren Hansen,M
45821,Jacob Hansford,M
45824,"Boden Joseph ""Bo"" Hanson",M
45825,Brooke Louise Hanson (-Clarke),F
45965,Peter Hardcastle,M
45978,Kelly Hardie,F
45989,Sally Harding (-Withers),F
45990,Tanya Victoria Harding,F
45993,Laurence Neville Harding-Smith,M
46003,"Helen Joyce ""Joy"" Hardon (Brookes-)",F
46010,Amanda Jane Hardy,F
46011,Benjamin Hardy,M
46014,James Gilbert Hardy,M
46040,Julia Hargreaves,F
46068,Martin Harland,M
46073,Leslie Thomas Harley,M
46112,Bryan Leslie Harper,M
46126,Benn Harradine,M
46150,"Bertram ""Bert"" Harris",M
46181,Rachel Amanda Harris,F
46198,"Christopher ""Chris"" Harrison",M
46206,John Young Harrison,M
46211,"Nicholas ""Nick"" Harrison",M
46213,Norman Edward Harrison,M
46214,Paul Harrison,M
46218,Regan Dean Harrison,M
46223,Thomas Harrison,M
46227,Loretta Harrop,F
46229,Kristi Lee Harrower,F
46255,Nathan Hart,M
46294,"Alexander ""Alex"" Hartmann",M
46350,Barton Harvey,M
46352,Duncan Harvey,M
46357,Lesleigh Anne Harvey (-Mayes),F
46360,"Michael ""Mike"" Harvey",M
46361,Natalie Anne Harvey,F
46363,Paula Harvey,F
46381,Burak Hasan,M
46411,Peter James Haselhurst,M
46450,Juliet Haslam,F
46454,Gary John Hasler,M
46463,Edward Bruce Haslingden,M
46538,Malcolm Thomas Hastie,M
46565,Adrian Hatcher,M
46606,Marina Ann Hatzakis,F
46755,Neil Andrew Hawgood,M
46756,Brett Geoffrey Hawke,M
46758,Rechelle Margaret Hawkes,F
46763,David Frederick Hawkins,M
46778,"Stephen Mark ""Steve"" Hawkins",M
46792,Gerald Hay,M
46793,Harry Maitland Hay,M
46795,Lachlan Hay,M
46824,Joseph Haydar,M
46847,"Matthew ""Matt"" Hayes",M
46848,Neville Ronald Hayes,M
46855,Damon Hayler,M
46857,Brett Ronald Hayman,M
46858,Gregory Loyal Hayman,M
46874,John Hayres,M
46885,Ross William Haywood,M
46893,Noel Edward Hazard,M
46899,Michael Gary Hazel,M
46955,Christine Rayoni Head,F
46960,Shane Douglas Heal,M
46968,Cecil Patrick Healy,M
46980,John Alastair Heard,M
46981,Sarah Heard,F
46990,"Suzanne ""Sue"" Hearn",F
46996,June Margaret Heath,F
47017,"Christopher ""Chris"" Heberle",M
47020,Trisha Margaret Heberle,F
47130,Clyde Hefer,M
47134,Nick Heffernan,M
47159,Francis Hegerty,M
47282,Monique Heinke,F
47456,"Jorgen ""Jrn"" Hellner",M
47478,Mathew Glen Helm,M
47559,Scott Robert Hend,M
47569,Charles Allen Henderson,M
47584,Paul John Henderson,M
47585,Rebecca Henderson,F
47626,Joanne Patricia Henke (-McDougall),F
47696,"John Malcolm ""Jon"" Henricks",M
47739,George Ernest Morrison Henry,M
47749,Jodie Clare Henry,F
47764,Jennifer Hens,F
47771,"Russell ""Russ"" Henshaw",M
47789,Craig Henwood,M
47795,William Jehan Henzell,M
47814,Michael David Hepburn,M
47816,Elizabeth Hepple,F
47820,"William Sharp Hannah ""Billy"" Herald",M
47889,Gary Seymour Herford,M
47890,Kim Herford,F
48248,"Geoffrey ""Geoff"" Heskett",M
48303,Amy Hetzel,F
48308,Kelly Heuchan,F
48328,Dennis Norman Heussner,M
48341,Harold Neil Hewitt,M
48342,Jason Michael Hewitt,M
48345,Lauren Katherine Hewitt,F
48346,Lleyton Glynn Hewitt,M
48348,Thomas Sinton Hewitt,M
48371,Michelle Pearl Heyman,F
