ID,Name,Sex
48404,Bruce Samuel Hick,M
48405,Kaylynn Hick,F
48410,Colin Edward Hickey,M
48413,Stephanie Hickey,F
48417,Mark Christopher Hickman,M
48487,Yvette Higgins,F
48489,Lyndelle Higginson,F
48493,Graham Nathaniel Higham,M
48535,Jamie Hildebrandt,M
48539,Caroline May Hildreth,F
48542,Lee Darrell Hiles,M
48553,"Alexander ""Alex"" Hill",M
48557,Brett Cecil Graeme Hill,M
48560,Clinton Rory Hill,M
48563,Darryn William Hill,M
48577,Jenny Hill,F
48579,"Joanne Kay ""Jo"" Hill",F
48585,Narelle Mary Hill,F
48590,Rina Hill (-Bradshaw),F
48600,"Thomas Patrick ""Tom"" Hill",M
48606,Yvonne Avis Hill,F
48609,"Michael Howard ""Mike"" Hillardt",M
48611,Lorraine Mary Hillas (Wharton-),F
48625,"Alexander John ""Alex"" Hillhouse",M
48635,Madeline Hills (Heiner-),F
48691,Richard John Hine,M
48729,Steven Leslie Hinton,M
48850,David Gordon Hislop,M
48854,Clive A. M. Hitch,M
48957,"Thomas Henry ""Tom"" Hoad",M
48967,Melissa Marie Hoar,F
48978,Russell Keith Hobby,M
48992,"Susan Elizabeth ""Sue"" Hobson",F
49020,Belinda Jane Hocking,F
49022,Murray Ian Hocking,M
49025,Robin Godfrey Hodder,M
49026,William Leyland Hodder,M
49036,Stephen Hodge,M
49046,Natalie Hodgskin (-Shapiro),F
49053,"Lszl ""Les"" Hdi",M
49114,Marion Hoffman,F
49218,"Hector Dennis ""Hec"" Hogan",M
49219,Janet Christina Hogan (-Rees),F
49224,Kevin John Hogarth,M
49331,Gary Alfred Holdsworth,M
49371,Lewis Holland,M
49372,Maree Anne Holland (Chapman-),F
49377,"Stephen Roy ""Steve"" Holland",M
49378,Vicki Maree Holland (-Nelson),F
49396,"Jennifer Kaye ""Jenny"" Holliday",F
49398,Tanya Holliday,F
49400,Michael F. Hollingsworth,M
49402,Simon James Hollingsworth,M
49405,David Hollister,M
49424,Kate Hollywood,F
49452,Brett Trevor Holman,M
49481,Adrian Frederick Holmes,M
49483,Barry Holmes,M
49504,Robyn Holmes (Ormsby-),F
49578,John Holt,M
49583,Neville Holt,M
49584,Stephen Harris Holt,M
49708,Gary Ronald Honey,M
49767,Richard St. John Honner,M
49785,"John Patrick ""Jack"" Hoobin",M
49803,Lara Maree Hooiveld (-Korhammer),F
49808,Leslie Janusz Hooker,M
49812,"Steven Leslie ""Steve"" Hooker",M
49816,Damien Duncan Hooper,M
49822,Kate Jon-Marie Hooper,F
49837,Randall John Hope,M
49862,Janet Dorothea Hopner (-Haswell),F
49906,Bradley Hore,M
49908,Kerry Hore,F
49958,"Jeffrey ""Jeff"" Horn",M
49999,Kate Hornsey,F
50047,Eszter Hortobagyi,F
50051,Genevieve Horton,F
50055,"Mackenzie ""Mack"" Horton",M
50072,Steven Horvat,M
50134,Chloe Hosking,F
50135,Lynden Mark Hosking,M
50140,Melissa Hoskins,F
50262,Glen Clifford Housman,M
50270,Marguerite Houston,F
50308,"Daniel ""Dan"" Howard",M
50326,"Patricia Elsie ""Pat"" Howard (-Freeman)",F
50340,"Nicholas ""Nick"" Howarth",M
50341,"James Guthrie ""Jim"" Howden",M
50342,Rhys Howden,M
50351,Kym Michelle Howe (-Nadin),F
50367,Walter Neville Howell,M
50369,Stuart Howell,M
50382,Andrew James Hoy,M
50561,Heming Hu,M
50779,Deserie Huddleston-Wakefield-Baynes,F
50793,Bret Richard Hudson,M
50798,John D'Eresby Hudson,M
50799,Judith Hudson (-Luxton),F
50802,"Nicole Elaine ""Nikki"" Hudson (Mott-)",F
50810,"Geoffrey Andrew ""Geoff"" Huegill",M
50870,Jarryd Hughes,M
50871,Joanna Lovell Hughes,F
50887,"Linda ""Sunni"" Hughes",F
50903,Anthony Huguet,M
51002,David Brian Humphreys,M
51004,John Douglas Humphreys,M
51041,Christine Hunt (-Thompson),F
51050,"Jeffrey ""Jeff"" Hunt",M
51053,John A. Hunt,M
51057,Ronald Vincent Hunt,M
51061,William Walton Hunt,M
51086,Martin John Hunter,M
51088,Natalie Hunter (Wood-),F
51100,Scott Hunter-Russell,M
51101,Patricia Ann Huntingford,F
51158,Ky Hurst,M
51239,"Hussein ""Hussy"" Hussein",M
51289,Henry Hutchison,M
51311,Elly Hutton,F
51313,Mark Steven Hutton,M
51335,Annette Huygens Tholen,F
51414,George Ronald Hyde,M
51415,"Gregory ""Greg"" Hyde",M
51447,David William Hynes,M
51605,Norman Thomas Ickeringill,M
51648,Lydia Ierodiaconou-Lassila,F
51698,"Algimantas ""Algis"" Ignatavicius",M
51716,Vera Ignjatovic,F
51824,"Mitchell ""Mitch"" Iles-Crevatin",M
51826,Musa Ilhan,M
51842,Andrew Ilie,M
51908,Talgat Ilyasov,M
52025,"Belinda ""Lindy"" Imgrund (Muehlberg-)",F
52029,Rachel Anne Imison,F
52064,Matthew Robert Inabinet,M
52113,Gordon Wilson Ingate,M
52133,"Joseph Howarth ""Joe"" Ingles",M
52135,Alice Ingley,F
52169,Heather Innes,F
52235,Alison Jane Inverarity (-Ferrier),F
52344,Kym Ireland,F
52377,Grant Irvine,M
52378,"James George ""Jim"" Irvine",M
52652,Damian Mark Istria,M
52903,Robert Ivers,M
52913,Dennis Iverson,M
52915,Amy Ives,F
53064,Andrew Jachno,M
53068,Elizabeth Hamilton Jack (-Franks),F
53070,Hugh Reid Jack,M
53082,Lois Jackman (-Lax),F
53107,Emma Jackson,F
53129,Lauren Elizabeth Jackson,F
53135,Luke Jackson,M
53136,Marjorie Jackson (-Nelson),F
53151,"Timothy David ""Tim"" Jackson",M
53185,"Albert Frank ""Bert"" Jacobs",M
53223,Helen Jacobsohn,F
53288,Chelsea Jaensch,F
53353,"Robert ""Rob"" Jahrling",M
53375,Nathan Jakavicius,M
53491,"Kenneth Robert ""Ken"" James",M
53507,Scott James,M
53518,Geoffrey Acton Jameson,M
53529,Brad Scott Jamieson,M
53533,Jane Leanne Jamieson,F
53534,Mark Jamieson,M
53536,Sarah Louise Jamieson (-Kerry),F
53544,Jana Jamnicky,F
53895,Charles Tennant Jardine,M
53944,Rachel Jarry,F
53956,Paul Jarvie,M
53957,Steven Jarvin,M
53977,"Walter Edward Howard ""Wally"" Jarvis",M
54156,Joshua Jefferis,M
54165,Gordon George Jeffery,M
54166,Robin Jeffery,M
54206,George Jelbart,M
54207,Kerry P. Jelbart,M
54208,"James Michael ""Kim"" Jelbart",M
54274,"Edward ""Ed"" Jenkins",M
54288,Toby Jenkins,M
54289,Alan Jenkinson,M
54290,John Edward Jenkinson,M
54291,Natalie Jenkinson,F
54294,"Michelle ""Shelly"" Jenneke",F
54300,Kate Jenner,F
54313,Graeme M. Jennings,M
54314,Graham Jennings,M
54321,Melissa Jennison (-Morgan),F
54381,Iain Jensen,M
54450,Tonny Kaj Jensen,M
54469,Ronald Graeme Jenyns,M
55040,Glen Ray Jobson,M
55043,Wolfgang Jobst,M
55322,Alexander Johnson,M
55334,Barry John Allen Johnson,M
55368,Emma Clare Johnson,F
55380,Lewis Gordon Johnson,M
55381,Graham William Johnson,M
55413,Kerry Dale Johnson,F
55426,Margaret Anne Johnson (-Arnold),F
55438,Patrick George Johnson,M
55448,Rodney Johnson,M
55450,"Ronald ""Ronny"" Johnson",M
55460,Sonja Johnson,F
55469,"Tasman Ian ""Tassy"" Johnson",M
55503,Cameron Johnston,M
55508,Percy Eric Johnston,M
55514,Ian David Johnston,M
55522,Naazmi Johnston,F
55528,Verna Johnston (-McIntosh),F
55540,Nathan Johnstone,M
55543,Russell Johnstone,M
55605,Aislin Jones,F
55610,Alice Jones,F
55612,"Glenise-Ann ""Ann"" Jones",F
55622,"William ""Bill"" Jones",M
55627,Brenda Jones (-Carr),F
55639,Craig Jones,M
55645,David Jones,M
55659,Garry Jones,M
55692,Leisel Marie Jones,F
55705,Megan Victoria Jones,F
55707,Michellie Yvonne Jones,F
55712,Norman Jones,M
55721,"Raymond ""Ray"" Jones",M
55728,Russell Anderson Jones,M
55793,Patrick Alexander Jonker,M
55794,Ronald Jonker,M
55875,Frank Reginald Jordan,M
55888,Walter Edward Jordan,M
55933,Graeme David Jose,M
55957,Lois Margaret Joseph (-Green),F
56007,Michael Craig Joubert,M
56020,"Daria ""Dasha"" Joura",F
56067,"Rebecca Susan ""Bec"" Joyce",F
56068,"James Robert ""Bob"" Joyce",M
56382,Frank Juric,M
56386,"Victor ""Vid"" Juricskay",M
56498,Robert Kabbas,M
56646,"Daniel ""Danny"" Kah",M
56647,John Kah,M
56660,"Bradley ""Brad"" Kahlefeldt",M
56666,Lydia Kahmke,F
56733,Selma Kajan,F
57180,Justin Stewart Kane,M
57279,Nicole Kantek,F
57478,"Aleksandr ""Alex"" Karapetyan",M
57727,Haimish John Karrasch,M
58026,Michael Alan Katsidis,M
58047,Joshua Katz,M
58048,Nathan Katz,M
58064,Gilbert Scott Kaufman,M
58121,Fergus Kavanagh,M
58242,"Joseph ""Joe"" Kayes",M
58312,Scott Keach,M
58313,"Mitchell ""Mitch"" Kealey",M
58321,"Donald Michael ""Don"" Keane",M
58373,Charles Keeble,M
58375,Bruce Allen Keech,M
58392,Maddison Keeney,F
58415,Sally Kehoe,F
58431,Steve Keir,M
58490,Zsigmond Kelevitz,M
58491,Cassandra Kell,F
58492,Elizabeth Kell,F
58534,Sharon Kellett,F
58557,Elise Kellond-Knight,F
58562,Barry Kelly,M
58565,Damon Kelly,M
58567,Daniel Kelly,M
58580,John William Kelly,M
58583,Martin James Kelly,M
58590,Shane John Kelly,M
58632,Dennis Arthur Kemp,M
58676,"William Ernest ""Bill"" Kendall",M
58706,Alanna Stephanie Kennedy,F
58708,Angela Kennedy,F
58722,"Kenneth George ""Ken"" Kennedy",M
58734,"Samantha ""Sami"" Kennedy-Sim",F
58743,Grant Hayden Kenny,M
58751,Julie Kent,F
58756,Wilfred Selwyn Kent-Hughes,M
58769,Damian Thomas Keogh,M
58815,Brian Edward Kerle,M
58834,Andrew Kerr,M
58836,Ann Maree Kerr,F
58852,Jordan Kerr,M
58854,Samantha May Kerr,F
58860,Brendan Kerry,M
58861,"Marcus Anthony ""Mark"" Kerry",M
58941,Peter Kesting,M
58971,Danielle Merlyn Kettlewell,F
58972,Michelle Kettner,F
58974,"Steven Paul ""Steve"" Kettner",M
59077,Safwan Khalil,M
59455,Stefan Botev Khristov,M
59571,Todd Alan Kidd,M
59700,"Pamela ""Pam"" Kilborn-Ryan (-Nelson)",F
59729,Neil Martin Kilkenny,M
60246,"Ha-Neul ""Sky"" Kim",M
60409,"Nicholas Andrew ""Nick"" Kimpton",M
60483,"John Alexander ""Jack"" King",M
60484,Jack King,M
60488,Joyce Alice King (-Merrett),F
60506,"Thomas Jack ""Tom"" King",M
60508,"Trevor ""Treva"" King",M
60516,Brendan Robert Kingman,M
60529,Mark Lyle Kingsland,M
60532,"Thomas ""Tom"" Kingston",M
60534,Rachael Kininmonth,F
60559,John Francis Kinsella,M
60647,"William Ashley ""Bill"" Kirby",M
60731,Brian Kirkham,M
60737,Keith Lindsay Hugh Kirkland,M
60740,Tina Kirkman,F
60748,James Kirkwood,M
61204,Lars Detlef Kleppich,M
61237,Michael George Klim,M
61344,Carmen Joanne Klomp,F
61469,Scott Kneller,M
61507,Susan Margaret Knight (-Cope),F
61536,Gary James Knoke,M
61561,George Charles Henry Knott,M
61566,Kerry Knowler,F
61577,Mark William Knowles,M
61582,Bronwen Knox,F
61585,Emma Knox,F
61587,Shane Knox,M
61841,Andrew Koczka,M
61900,"Walter Alexander ""Wally"" Koenig",M
62086,Thanasi Kokkinakis,M
62292,Anatoli Koltuniewicz (-Koltun),M
62543,"Ilze ""Ilsa"" Konrads",F
62544,"Jnis ""John"" Konrads",M
62653,Marina Kopcalic,F
62913,Jeannette Korten,F
63040,Kristen Kosmala,F
63046,Alexander John Kosmina,M
63291,Kiril Kounev,M
63402,Laszlo Kovacs,M
63403,"Lszl ""Leslie"" Kovacs",M
63441,Andriy Kovalenko,M
63521,Daniel Steven Kowalski,M
64308,Brooke Elizabeth Krueger (-Billett),F
64780,Yolane Nicole Kukla,F
64899,Sandeep Kumar,M
65081,Selin Kuralay,F
65508,Ying Kwok,F
65587,Annie Lilian La Fleur (Burgess-),F
65706,Genevieve LaCaze,F
65718,Robert Paul Lachal,M
65732,Torsten Lachmann,M
65741,Gavin Wayne Lackey,M
65784,Mark Daniel Ladbrook,M
65982,Wendy Laidlaw (Anderson-),F
65999,"Douglas Stanley ""Doug"" Laing",M
66007,Amanda Laird,F
66009,Nicole Laird,F
66149,Jodi Louise Lambert,F
66162,Stephen Lambert,M
66164,"Walter Joe ""Wal"" Lambert",M
66171,Hugh Tannahill Lambie,M
66175,Regan Lamble,F
66266,Jennifer Frances Lamy (-Frank),F
66277,Brett Daniel Lancaster,M
66287,"Raymond Charles ""Ray"" Land",M
66298,"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",F
66300,Andrew Landenberger,M
66358,John Michael Landy,M
66361,Charles James Lane,M
66363,"Frederick Claude Vivian ""Fred"" Lane",M
66406,Robert Lang,M
66420,Ross Langdon,M
66422,Darren Neil Lange,M
66473,Denise June Langford,F
66479,Ryan Langham,M
66495,Paul Langley,M
66591,Anna Lao,F
66612,Fabrice Lapierre,M
66726,"Mitchell James ""Mitch"" Larkin",M
66728,Peter Anthony Larkins,M
66814,Kristina Larsen,F
66953,Irina Lashko (-Furler-),F
66978,Rosemary Lassig (-Lluka),F
67121,"Jennifer ""Jenny"" Laurendet (Low-)",F
67137,"Thomas ""Tom"" Laurich",M
67177,Andrew George Lauterstein,M
67191,"Russell ""Russ"" Lavale",M
67222,Tessa Lavey,F
67240,Neale John Lavis,M
67308,Allan Cleave Evan Lawrence,M
67314,"Christopher ""Chris"" Lawrence",M
67323,"Jacqueline ""Jacqui"" Lawrence",F
67338,Valerie Dawn Lawrence (-Melville),F
67353,Darren Christian Lawson,M
67359,Matson Lawson,M
67361,Rodney James Lawson,M
67363,"Anthony Jasen ""Tony"" Lawson",M
67373,"Robert William ""Bob"" Lay",M
67376,Jian-Fang Lay (Hong-),F
67385,Stephen Laybutt,M
67388,"Ronald James ""Ron"" Laycock",M
67412,"Stanley ""Stan"" Lazaridis",M
67516,Drue Evelyn Le Guier (-Thomas),F
67586,Erika Leal Ramrez,F
67589,David Francis Lean,M
67592,"Patrick Francis ""Pat"" Leane",M
67742,Kylie Ledbrook,F
67743,John Russell Ledder,M
67779,"Rebecca ""Beki"" Lee (-Smith)",F
67809,Cheltzie Lee,F
67974,Islay Lee,M
68018,John A. Lee,M
68065,Minjee Lee,F
68088,Robert Lee,M
68114,Seen Lee,F
68158,Stephen Lee,M
68159,Steven John Lee,M
68166,Susan Lee (-Brosnan),F
68183,Virginia Lee,F
68225,"Terence John ""Terry"" Leece",M
68226,Faith Yvonne Leech (-Touhy),F
68249,John Asa Lawrey Lees,M
68252,Keith Cecil Leeson,M
68318,Robyn Margaret Leggatt (Fernley-),F
68375,Lynda Caroline Lehmann,F
68482,Kirsty Leigh-Brown,F
68622,Justin William Lemberg,M
68721,Jack Warner Lennard,M
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F
68891,"Danielle Kate ""Dani"" Leray",F
68984,"Jeffrey Francis ""Jeff"" Leslie",M
69015,"Jocelyn Mavis ""Joyce"" Lester",F
69091,Grant Leury,M
69129,Alison Jane Lever,F
69132,Laurie Lever,M
69208,Brian Lewis,M
69216,Craig Edward Lewis,M
69218,Daniel Jason Lewis,M
69228,"Gregory David ""Greg"" Lewis",M
69229,Hayley Jane Lewis (-Taylor),F
69250,Paul Snowden Lewis,M
69257,Shane Edward Lewis,M
69261,"Susanne Leonie ""Sue"" Lewis (-Hooper)",F
69263,Tamsyn Carolyn Lewis (-Manou),F
69648,"Reginald ""Reg"" Libbis",M
69700,Shelly Liddelow,F
69706,"Jennifer Norton ""Jenny"" Lidgett (-Danks)",F
69772,Dannielle Liesch,F
69774,Lisa Barbara Lieschke (Stabback-),F
69808,Lisa Gaye Lightfoot (-O'Connell),F
69873,Jake Lilley,M
70027,"Mervyn George ""Merv"" Lincoln",M
70029,Emma Lincoln-Smith,F
70030,Holly Lincoln-Smith,F
70079,"Frederick ""Sten"" Lindberg",M
70102,Johan Tanel Linde,M
70105,Werner Rudolph Linde,M
70453,Kevin Lisch,M
70488,Tobias Lister,M
70513,Anthony Little,M
70515,Emily Little,F
70545,"Yueming ""Anthony"" Liu",M
70726,Brent James Livermore,M
70746,Allan H. Livingstone,M
70749,Nicole Dawn Livingstone-Stevenson (-Clayton),F
70839,"Alexander ""Alex"" Lloyd",M
70841,Andrew Lloyd,M
70852,Graeme John Lloyd,M
70860,"Matthew ""Matt"" Lloyd",M
70862,Peter Clarence Lloyd,M
70953,Samuel Loch,M
70954,Astrid Loch-Wilkinson-Raenovi,F
70963,Summer Louise Lochowicz,F
70967,Michelle Maree Lock (-Giles),F
70969,Deanna Lockett,F
70979,William Lockwood,M
70986,Neil Walter Lodding,M
71023,"Benjamin ""Ben"" Loft",M
71030,Glen Loftus,M
71039,Scott Matthew Logan,M
71043,Chloe Logarzo,F
71048,Leroy Jay Loggins,M
71195,Brendan Long,M
71203,Matthew Long,M
71228,"Lucien James ""Luc"" Longley",M
71233,Dominic John Longo,M
71258,"Natasha ""Tash"" Lonsdale",F
71497,Karen Maree Lord,F
71498,"Ronald Alan ""Ron"" Lord",M
71576,"Kenneth John ""Ken"" Lorraway",M
71577,Robyn Eona Lorraway (Strong-),F
71670,"Francis Patrick ""Frank"" Loughran",M
71746,"Rachel ""Rach"" Lovell",F
71751,Deborah Esther Ainslie Lovely (-Acason),F
71771,"Anthony ""Tony"" Lovrich",M
71796,James Lowe,M
71819,Timothy Quentin Lowndes,M
71860,Goran Lozanovski,M
71986,Adam Lucas,M
71999,Kellie Louise Lucas,F
72118,Jennifer Margo Luff,F
72159,Tania Luiz,F
72190,Gail Patricia Luke (-Millar),F
72197,"Dinko ""Dean"" Lukin",M
72218,Richard Lumb,M
72250,Ivan Bernhard Lund,M
72546,Ian Luxford,M
72621,Gary Joseph James Lynagh,M
72627,"James Anthony ""Jim"" Lynch",M
72631,Michael Joseph Lynch,M
72633,Paul Lynch,M
72634,Rachael Lynch,F
72640,Wanita Lynch (-Paul),F
72665,"Beatrice ""Nancy"" Lyons (-Welch)",F
72666,Paul Michael Lyons,M
72839,Barbara Ethel MacAulay (-Donnet),F
72859,Athol MacDonald,M
72882,Monica MacDonald,F
72908,Donna MacFarlane (Tyberek-),F
72921,"Vitezslav ""Victor"" Macha",M
73006,"Bridget Anne ""Bud"" MacIntyre (-Hyem)",F
73031,"Ethel Ellen ""Kitty"" Mackay (-Hodgson)",F
73039,Peter Neville Macken,M
73041,Cameron Mackenzie,M
73050,Linda June MacKenzie (-Single),F
73054,Stuart Alexander MacKenzie,M
73061,Lisa Maree Mackie,F
73069,"Samuel ""Sam"" MacKinnon",M
73079,Kim A. Mackney,M
73080,"Walter Arthur Reginald ""Wal"" Mackney",M
73099,"Douglas ""Doug"" MacLennan",M
73109,Kathleen MacLeod,F
73113,"Donald Robertson Thomson ""Don"" MacMillan",M
73117,"Erica ""Ricky"" MacMillan",F
73135,Richard Macquire,M
73141,"Kate ""Katie"" Mactier",F
73170,Adrian Anthony Madaschi,M
73179,John Maddock,M
73213,"Antony Morgan ""Tony"" Madigan",M
73214,Luke Madill,M
73387,"Raymond Sidney ""Ray"" Magee",M
73417,Stephanie Magiros,F
73453,James Magnussen,M
73497,"Raymond John ""Ray"" Maguire",M
73530,Brett Steven Maher,M
73534,Robyn Leigh Maher (Gull-),F
73600,Travis Mahoney,M
73719,Clover Margaret Maitland,F
73720,"Francis John Victor ""Johnnie"" Maitland",M
73721,Robert Maitland,M
73979,"Suzanne Frances ""Sue"" Malaxos",F
73991,Barry Malcolm,M
74027,"Daniel William ""Danny"" Males",M
74040,Kynan Maley,M
74173,Jessica Malone,F
74182,"Bradley John ""Brad"" Maloney",M
74189,Nick Malouf,M
74517,Anne Patricia Manning (-Pembroke),F
74568,Pauline Manser,F
74623,Garth Owen Vaughan Manton,M
74685,"Rodney John ""Rod"" Mapstone",M
74725,Spiros Marazios,M
74731,James Marburg,M
74788,"Anthony John ""Tony"" Marchant",M
74889,Sebastian Marczak,M
74985,Antonio Marguccio,M
75014,"Aleksandar ""Aleks"" Mari",M
75102,Martin Georgiev Marinov,M
75146,Lauryn Annyn Mark,F
75149,Russell Andrew Mark,M
75182,Dmitri Markov,M
75211,John Markovski,M
75371,Kurtis Marschall,M
75375,Daniel Anthony Marsden,M
75376,Karen Elizabeth Marsden,F
75392,Sidney Reginald Marsh,M
75400,Bronwyn Marshall,F
75410,"Jacqueline ""Jacqui"" Marshall",F
75414,John Birnie Marshall,M
75416,Kirstie Claire Marshall,F
75429,Sperry Edward Marshall,M
75440,Glenn Maynard Marsland,M
75523,Andrew Martin,M
75526,Anthony Martin,M
75527,Anthony Martin,M
75550,Damian Patrick Martin,M
75556,"Donald ""Don"" Martin",M
75557,Donna Martin,F
75564,Emily Martin,F
75570,"Frederick George ""Fred"" Martin",M
75612,Neil William Martin,M
75623,Raymond Martin,M
75632,Ross Martin,M
75636,Scott Martin,M
75643,Tyler Martin,M
75656,Lisa Frances Martin-Ondieki (-O'Dea),F
75936,Carmen Marton,F
75937,Caroline Marton,F
75943,Alexander Stefan Martonffy,M
76158,"Jacqueline ""Jackie"" Mason (-Kendall-Baker)",F
76160,James Robert Mason,M
76172,Michele Mary Mason-Brown,F
76235,Carlo Massimino,M
76275,"Ronald ""Ron"" Masters",M
76279,June Elaine Rita Maston (-Ferguson),F
76308,"Wallace ""Wally"" Masur",M
76325,Lucas Mata,M
76384,Ben Mates,M
76400,Eli Matheson,M
76405,Luke Mathews,M
76406,Marlene Judith Mathews-Willard (-O'Shea),F
76443,Lisa Mathison,F
76481,Antony Matkovich,M
76680,Myfanwy Ann Matthews,F
76681,"Pamela Mary ""Pam"" Matthews",F
76914,John Francis Maxwell,M
76942,"Philip John ""Phil"" May",M
76965,Renae Lynne Maycock,F
77004,Bronwyn Mayer-Smith,F
77009,"Raymond James ""Ray"" Mayers",M
77010,Gayle Joy Mayes,F
77216,Ian Robert McAdam,M
77219,Max McAlary,M
77228,Matthew John McArdle,M
77235,"Terence Raymond ""Terry"" McAskell",M
77236,"William Anthony ""Bill"" McAtee",M
77249,John Peter Robert McBryde,M
77250,Andrew McCabe,M
77258,William McCabe,M
77271,Graeme Allistair McCall,M
77287,Joseph Andrew Vincent McCann,M
77288,Kerryn Anne McCann (Hindmarsh-),F
77291,Michael Anthony McCann,M
77296,Wayne McCarney,M
77307,"Kristopher James ""Kris"" McCarthy",M
77335,"Lynette Velma ""Lyn"" McClements (-McKenzie)",F
77336,Trent James McClenahan,M
77355,Stephen McConaghy,M
77360,Daniel McConnell,M
77373,Alicia McCormack,F
77374,Darryl McCormack,M
77381,Simon Patrick McCormack,M
77397,Brian Patrick McCowage,M
77412,"Susan Valerie ""Sue"" McCready (-Repacholi)",F
77413,Malcolm Robert McCredie,M
77423,Kaarle McCulloch,F
77433,"Patrick ""Pat"" McCutcheon",M
77438,Sally Jane McDermid-McCreedy,F
77441,Gregory McDermott,M
77444,Peter Thomas McDermott,M
77455,Damian John McDonald,M
77461,Grant Alexander McDonald,M
77466,Julie Maree McDonald (-Dyring),F
77467,Julie Maree McDonald,F
77468,Justin Harley McDonald,M
77469,"Kenneth Arthur ""Ken"" McDonald",M
77477,"Nicholas ""Nick"" McDonald-Crowley",M
77479,"Donald ""Don"" McDonnell",M
77486,Christine Robyn McDougall,F
77503,"Philip Bruce ""Phil"" McElwaine",M
77504,Sam McEntee,M
77505,Cameron McEvoy,M
77507,Alex McEwan,M
77511,"Robert ""Robbie"" McEwen",M
77512,"Gregory James ""Greg"" McFadden",M
77515,Cameron McFadzean,M
77524,Valerie Jane McFarlane-Beddoe,F
77534,"Bradley John ""Brad"" McGee",M
77546,Linda Carol McGill (-Kruk),F
77555,Hamish McGlashan,M
77556,Stephen John McGlede,M
77560,"Edward Finn ""Ted"" McGlynn",M
77564,"David ""Dave"" McGowan",M
77575,Kevin Robert McGrath,M
77577,"Gerard Michael ""Mick"" McGrath",M
77586,Haley Louise McGregor,F
77589,Robert McGregor,M
77590,Sam McGregor,M
77595,Scott Anthony McGrory,M
77599,Dennis John McGuire,M
77605,Kobie McGurk,F
77628,Cecilia Mcintosh,F
77639,Trudy Ann McIntosh,F
77647,"Robert ""Rob"" McIntyre",M
77648,Margaret McIver,F
77652,"Jonathan ""Jon"" McKain",M
77658,"James Leslie Darcy ""Les"" McKay",M
77661,"Michael Scott ""Mike"" McKay",M
77662,"Michael George ""Mike"" McKay",M
77666,"Leslie Alexander Harcombe ""Les"" McKeand",M
77678,"Edward ""Ned"" McKendry",M
77689,David Henry McKenzie,M
77697,Graham Philip McKenzie,M
77700,"Jacqueline ""Jacqui"" McKenzie",F
77704,Michael Bruce McKenzie,M
77705,Paul Raymond McKenzie,M
77708,Shane McKenzie,M
77709,"Susan Peta ""Sue"" McKenzie (-Harbottle)",F
77712,"Cameron ""Maxi"" McKenzie-McHarg",M
77714,David McKeon,M
77716,Emma McKeon,F
77719,"Ronald John ""Ron"" McKeon",M
77721,Taylor McKeown,F
77736,Simon John McKillop-Davies,M
77750,Betty Lindsay McKinnon,F
77757,Kaila McKnight,F
77763,Hamish McLachlan,M
77765,Robert James McLachlan,M
77773,"Timothy George ""Tim"" McLaren",M
77774,Ian James McLauchlain,M
77809,Sally McLellan-Pearson,F
77815,"Gordon ""Gordie"" McLeod",M
77830,Jack Alan McLoughlin,M
77832,Noel Peter McLoughlin,M
77841,Gerald McMahon,M
77842,Karri McMahon,F
77843,Kevin Joseph A. McMahon,M
77845,Owen McMahon,M
77847,Peter McMahon,M
77856,Keryn McMaster,F
77866,Donald Fraser McMiken,M
77872,Graham McMillan,M
77893,Andrew James McNally,M
77908,Andrew McNee,M
77909,Mark McNee,M
77914,David McNeill,M
77929,Louise McPaul-Currey,F
77945,Marjorie Anne McQuade (-Bennett),F
77951,Athol Ferguson McQueen,M
77952,Rachel Jane McQuillan,F
77954,Francine McRae,F
77955,James McRae,M
77961,Kate McShea,F
77968,Anna Therese McVann,F
77969,"Jeffrey ""Jeff"" McVean",M
77975,"Donald James ""Don"" McWatters",M
77992,Adrian Meagher,M
77999,"Philomena Alecia ""Bonnie"" Mealing (-Johnston)",F
78005,Anna Maree Devenish Meares,F
78019,"Donald ""Don"" Mecklem",M
78046,Cameron Bradley Medhurst,M
78121,Joanne Marie Meehan,F
78124,Chantal Olivia Meek,F
78170,Mizan Mehari,M
78484,Fleur Northey Mellor (-Wenham),F
78729,"Emilio ""Mill"" Menghini",M
78793,Robert Menzies,M
78866,Kenneth John Meredith,M
78959,Gregory Merriman,M
79107,"John Patrick ""Jack"" Metcalfe",M
79143,"Maxwell Raymond ""Max"" Metzker",M
79154,Craig Andrew Meuleman,M
79192,"Cameron ""Cam"" Meyer",M
79312,Miao Miao,F
79420,Chantelle Lee Michell-Newbery,F
79455,"Patricia ""Pat"" Mickan",F
79460,"Kimberley ""Kim"" Mickle",F
79482,Robin Middleton,M
79486,"Victor Ronald ""Vic"" Middleton",M
79771,Joel Milburn,M
79813,Rosemary Milgate (-Potter),F
79866,Adam Leslie Miller,M
79873,"William ""Billy"" Miller",M
79874,"Robert Clyde ""Bob"" Miller",M
79883,Craig Miller,M
79890,Gail Louise Miller (-Tune),F
79901,"James David ""Jim"" Miller",M
79911,Larrissa Miller,F
79914,Leigh David Miller,M
79927,Paul James Miller,M
79936,Scott Andrew Miller,M
79953,Mark Daniel Milligan,M
79959,John H. Millman,M
79969,Alice Mary Mills (-Tait),F
