id,id_modality,athlete_id,id_olympic,Age,Height,Weight
3604,285,58415,5,29.0,172.0,75.0
3605,31,58431,3,20.0,193.0,88.0
3606,257,58490,9,22.0,174.0,68.0
3607,257,58490,17,26.0,174.0,68.0
3608,257,58490,10,30.0,174.0,68.0
3609,29,58491,4,24.0,175.0,79.0
3610,30,58492,1,25.0,183.0,68.0
3611,148,58534,10,16.0,166.0,54.0
3612,149,58534,10,16.0,166.0,54.0
3613,29,58557,5,25.0,165.0,58.0
3614,118,58562,17,25.0,183.0,79.0
3615,71,58562,17,25.0,183.0,79.0
3616,262,58562,10,29.0,183.0,79.0
3617,346,58565,1,24.0,183.0,154.0
3618,346,58565,2,28.0,183.0,154.0
3619,79,58567,3,22.0,183.0,90.0
3620,80,58567,4,26.0,183.0,90.0
3621,80,58567,1,30.0,183.0,90.0
3622,301,58567,2,34.0,183.0,90.0
3623,190,58580,15,34.0,180.0,74.0
3624,191,58580,15,34.0,180.0,74.0
3625,301,58583,4,31.0,191.0,100.0
3626,305,58590,8,20.0,182.0,85.0
3627,305,58590,12,24.0,182.0,85.0
3628,305,58590,3,28.0,182.0,85.0
3629,305,58590,4,32.0,182.0,85.0
3630,167,58590,4,32.0,182.0,85.0
3631,168,58590,4,32.0,182.0,85.0
3632,167,58590,1,36.0,182.0,85.0
3633,168,58590,1,36.0,182.0,85.0
3634,1,58632,6,25.0,,
3635,104,58676,28,,178.0,
3636,29,58706,5,21.0,176.0,54.0
3637,32,58708,12,20.0,,58.0
3638,33,58708,12,20.0,,58.0
3639,312,58722,46,22.0,,
3640,313,58722,46,22.0,,
3641,314,58722,46,22.0,,
3642,325,58734,22,25.0,169.0,70.0
3643,262,58743,10,21.0,180.0,80.0
3644,71,58743,11,25.0,180.0,80.0
3645,9,58751,10,19.0,155.0,59.0
3646,9,58751,11,23.0,155.0,59.0
3647,123,58756,35,24.0,,
3648,178,58756,35,24.0,,
3649,24,58769,10,22.0,194.0,88.0
3650,24,58769,11,26.0,194.0,88.0
3651,24,58769,8,30.0,194.0,88.0
3652,24,58815,16,26.0,200.0,92.0
3653,96,58834,9,22.0,195.0,102.0
3654,96,58834,17,26.0,195.0,102.0
3655,96,58834,10,30.0,195.0,102.0
3656,96,58834,11,34.0,195.0,102.0
3657,214,58836,10,16.0,157.0,43.0
3658,95,58852,1,28.0,182.0,80.0
3659,29,58854,5,22.0,167.0,63.0
3660,294,58860,22,19.0,170.0,
3661,68,58861,9,16.0,182.0,81.0
3662,89,58861,9,16.0,182.0,81.0
3663,176,58861,9,16.0,182.0,81.0
3664,120,58861,9,16.0,182.0,81.0
3665,22,58861,17,20.0,182.0,81.0
3666,89,58861,17,20.0,182.0,81.0
3667,176,58861,17,20.0,182.0,81.0
3668,120,58861,17,20.0,182.0,81.0
3669,89,58861,10,24.0,182.0,81.0
3670,120,58861,10,24.0,182.0,81.0
3671,36,58941,9,21.0,183.0,78.0
3672,56,58971,5,23.0,175.0,65.0
3673,408,58972,3,27.0,162.0,68.0
3674,346,58974,8,23.0,185.0,135.0
3675,346,58974,12,27.0,185.0,135.0
3676,293,59077,2,26.0,184.0,58.0
3677,293,59077,5,30.0,184.0,58.0
3678,346,59455,12,28.0,180.0,120.0
3679,292,59571,1,23.0,174.0,64.0
3680,281,59700,15,25.0,157.0,52.0
3681,212,59700,24,29.0,157.0,52.0
3682,281,59700,24,29.0,157.0,52.0
3683,212,59700,16,33.0,157.0,52.0
3684,282,59700,16,33.0,157.0,52.0
3685,189,59700,16,33.0,157.0,52.0
3686,23,59729,1,22.0,177.0,70.0
3687,74,60246,1,25.0,183.0,95.0
3688,147,60246,1,25.0,183.0,95.0
3689,64,60409,4,20.0,185.0,85.0
3690,96,60483,13,37.0,,
3691,115,60484,35,,,
3692,251,60484,35,,,
3693,212,60488,13,27.0,,
3694,188,60488,13,27.0,,
3695,189,60488,13,27.0,,
3696,181,60506,12,23.0,181.0,64.0
3697,181,60506,3,27.0,181.0,64.0
3698,1,60508,10,28.0,178.0,67.0
3699,64,60516,4,31.0,186.0,112.0
3700,277,60529,8,22.0,178.0,75.0
3701,310,60532,5,25.0,190.0,91.0
3702,30,60534,3,32.0,175.0,70.0
3703,364,60559,24,18.0,157.0,52.0
3704,364,60559,16,22.0,157.0,52.0
3705,22,60647,3,25.0,180.0,77.0
3706,332,60731,2,26.0,183.0,84.0
3707,104,60737,35,19.0,,
3708,20,60737,35,19.0,,
3709,22,60737,35,19.0,,
3710,306,60740,12,26.0,156.0,48.0
3711,255,60748,15,33.0,183.0,89.0
3712,402,61204,8,24.0,174.0,69.0
3713,402,61204,3,33.0,174.0,69.0
3714,402,61204,4,37.0,174.0,69.0
3715,68,61237,12,18.0,191.0,81.0
3716,6,61237,12,18.0,191.0,81.0
3717,22,61237,12,18.0,191.0,81.0
3718,121,61237,12,18.0,191.0,81.0
3719,120,61237,12,18.0,191.0,81.0
3720,104,61237,3,23.0,191.0,81.0
3721,6,61237,3,23.0,191.0,81.0
3722,22,61237,3,23.0,191.0,81.0
3723,121,61237,3,23.0,191.0,81.0
3724,120,61237,3,23.0,191.0,81.0
3725,6,61237,4,26.0,191.0,81.0
3726,22,61237,4,26.0,191.0,81.0
3727,120,61237,4,26.0,191.0,81.0
3728,30,61344,12,21.0,180.0,72.0
3729,383,61469,21,20.0,181.0,90.0
3730,383,61469,22,24.0,181.0,90.0
3731,150,61507,20,18.0,163.0,60.0
3732,9,61507,20,18.0,163.0,60.0
3733,150,61507,15,22.0,163.0,60.0
3734,9,61507,15,22.0,163.0,60.0
3735,178,61536,15,22.0,190.0,80.0
3736,126,61536,15,22.0,190.0,80.0
3737,123,61536,24,26.0,190.0,80.0
3738,178,61536,24,26.0,190.0,80.0
3739,178,61536,16,30.0,190.0,80.0
3740,105,61561,13,37.0,,
3741,240,61566,3,33.0,178.0,70.0
3742,1,61577,4,19.0,183.0,74.0
3743,1,61577,1,23.0,183.0,74.0
3744,1,61577,2,27.0,183.0,74.0
3745,1,61577,5,31.0,183.0,74.0
3746,83,61582,1,22.0,182.0,88.0
3747,83,61582,2,26.0,182.0,88.0
3748,83,61582,5,30.0,182.0,88.0
3749,83,61585,4,26.0,173.0,70.0
3750,83,61585,1,30.0,173.0,70.0
3751,202,61587,10,18.0,168.0,57.0
3752,23,61841,11,23.0,188.0,90.0
3753,322,61900,11,30.0,181.0,90.0
3754,94,62086,5,20.0,196.0,82.0
3755,24,62292,16,23.0,195.0,87.0
3756,165,62543,20,16.0,172.0,68.0
3757,98,62543,20,16.0,172.0,68.0
3758,182,62543,20,16.0,172.0,68.0
3759,33,62543,20,16.0,172.0,68.0
3760,20,62544,20,18.0,179.0,84.0
3761,21,62544,20,18.0,179.0,84.0
3762,22,62544,20,18.0,179.0,84.0
3763,22,62544,15,22.0,179.0,84.0
3764,110,62653,3,29.0,170.0,55.0
3765,54,62913,34,26.0,165.0,73.0
3766,55,62913,34,26.0,165.0,73.0
3767,328,63040,4,36.0,168.0,62.0
3768,23,63046,11,32.0,177.0,80.0
3769,303,63291,12,28.0,168.0,88.0
3770,309,63291,3,32.0,168.0,88.0
3771,409,63402,3,29.0,183.0,130.0
3772,354,63403,6,30.0,,
3773,96,63441,3,29.0,190.0,92.0
3774,68,63521,12,21.0,180.0,76.0
3775,20,63521,12,21.0,180.0,76.0
3776,21,63521,12,21.0,180.0,76.0
3777,22,63521,12,21.0,180.0,76.0
3778,22,63521,3,25.0,180.0,76.0
3779,345,64308,4,24.0,180.0,118.0
3780,182,64780,2,16.0,168.0,61.0
3781,322,64899,1,25.0,176.0,84.0
3782,29,65081,4,19.0,164.0,62.0
3783,211,65508,8,26.0,,
3784,162,65587,3,30.0,167.0,62.0
3785,397,65706,2,22.0,164.0,53.0
3786,70,65706,5,26.0,164.0,53.0
3787,397,65706,5,26.0,164.0,53.0
3788,25,65718,15,21.0,188.0,86.0
3789,410,65732,1,26.0,184.0,86.0
3790,340,65732,1,26.0,184.0,86.0
3791,154,65741,8,23.0,,
3792,321,65741,8,23.0,,
3793,146,65784,12,24.0,188.0,75.0
3794,126,65784,12,24.0,188.0,75.0
3795,162,65982,10,25.0,175.0,
3796,96,65999,14,21.0,,
3797,96,65999,6,25.0,,
3798,56,66007,3,22.0,170.0,58.0
3799,57,66007,4,25.0,170.0,58.0
3800,93,66009,5,23.0,191.0,75.0
3801,189,66149,12,25.0,168.0,60.0
3802,1,66162,1,28.0,188.0,87.0
3803,43,66164,13,32.0,,
3804,43,66171,13,30.0,,
3805,398,66175,2,20.0,174.0,55.0
3806,398,66175,5,24.0,174.0,55.0
3807,188,66266,24,19.0,173.0,60.0
3808,189,66266,24,19.0,173.0,60.0
3809,26,66277,3,20.0,189.0,80.0
3810,26,66277,4,24.0,189.0,80.0
3811,277,66277,1,28.0,189.0,80.0
3812,145,66287,6,26.0,,
3813,53,66287,6,26.0,,
3814,295,66298,10,19.0,162.0,57.0
3815,69,66300,12,29.0,182.0,73.0
3816,113,66358,14,22.0,182.0,69.0
3817,107,66358,14,22.0,182.0,69.0
3818,113,66358,6,26.0,182.0,69.0
3819,146,66361,25,19.0,,
3820,68,66363,47,20.0,,
3821,411,66363,47,20.0,,
3822,163,66406,17,25.0,187.0,79.0
3823,96,66420,9,25.0,185.0,82.0
3824,5,66422,8,20.0,,
3825,6,66422,8,20.0,,
3826,98,66473,24,14.0,162.0,49.0
3827,97,66473,24,14.0,162.0,49.0
3828,202,66479,4,22.0,182.0,57.0
3829,260,66495,12,24.0,178.0,84.0
3830,261,66495,12,24.0,178.0,84.0
3831,286,66591,8,30.0,,
3832,299,66591,8,30.0,,
3833,119,66612,1,24.0,179.0,69.0
3834,119,66612,5,32.0,179.0,69.0
3835,176,66726,2,19.0,187.0,72.0
3836,89,66726,5,23.0,187.0,72.0
3837,176,66726,5,23.0,187.0,72.0
3838,120,66726,5,23.0,187.0,72.0
3839,2,66728,9,22.0,178.0,63.0
3840,30,66814,3,22.0,181.0,79.0
3841,150,66953,4,31.0,163.0,50.0
3842,318,66953,4,31.0,163.0,50.0
3843,149,66978,20,19.0,165.0,63.0
3844,33,66978,20,19.0,165.0,63.0
3845,220,67121,11,26.0,164.0,50.0
3846,65,67137,4,24.0,200.0,96.0
3847,25,67137,1,28.0,200.0,96.0
3848,6,67177,1,21.0,190.0,90.0
3849,121,67177,1,21.0,190.0,90.0
3850,120,67177,1,21.0,190.0,90.0
3851,261,67191,12,22.0,176.0,80.0
3852,260,67191,3,26.0,176.0,80.0
3853,260,67191,4,30.0,176.0,80.0
3854,261,67191,4,30.0,176.0,80.0
3855,162,67222,5,23.0,172.0,68.0
3856,142,67240,20,30.0,171.0,73.0
3857,143,67240,20,30.0,171.0,73.0
3858,190,67240,15,34.0,171.0,73.0
3859,191,67240,15,34.0,171.0,73.0
3860,107,67308,6,26.0,171.0,61.0
3861,108,67308,6,26.0,171.0,61.0
3862,107,67308,20,30.0,171.0,61.0
3863,108,67308,20,30.0,171.0,61.0
3864,12,67308,20,30.0,171.0,61.0
3865,412,67314,11,20.0,,
3866,355,67323,1,26.0,176.0,62.0
3867,242,67338,6,20.0,,
3868,324,67338,6,20.0,,
3869,37,67353,8,24.0,180.0,74.0
3870,176,67359,2,20.0,185.0,85.0
3871,196,67361,8,22.0,,
3872,134,67363,12,24.0,168.0,63.0
3873,145,67373,15,20.0,170.0,65.0
3874,250,67373,15,20.0,170.0,65.0
3875,53,67373,15,20.0,170.0,65.0
3876,211,67376,3,27.0,163.0,58.0
3877,210,67376,4,31.0,163.0,58.0
3878,211,67376,4,31.0,163.0,58.0
3879,210,67376,1,35.0,163.0,58.0
3880,413,67376,1,35.0,163.0,58.0
3881,210,67376,2,39.0,163.0,58.0
3882,413,67376,2,39.0,163.0,58.0
3883,210,67376,5,43.0,163.0,58.0
3884,413,67376,5,43.0,163.0,58.0
3885,23,67385,3,23.0,189.0,90.0
3886,164,67388,11,22.0,158.0,75.0
3887,164,67388,8,26.0,158.0,75.0
3888,23,67412,3,28.0,181.0,78.0
3889,165,67516,9,17.0,169.0,69.0
3890,182,67516,9,17.0,169.0,69.0
3891,57,67586,1,31.0,172.0,55.0
3892,56,67586,1,31.0,172.0,55.0
3893,178,67589,6,21.0,182.0,65.0
3894,126,67589,6,21.0,182.0,65.0
3895,62,67592,14,22.0,,
3896,119,67592,14,22.0,,
3897,265,67592,14,22.0,,
3898,265,67592,6,26.0,,
3899,29,67742,4,18.0,160.0,61.0
3900,25,67743,20,23.0,188.0,78.0
3901,398,67779,2,25.0,160.0,47.0
3902,256,67809,21,16.0,154.0,50.0
3903,25,67974,9,26.0,188.0,94.0
3904,25,67974,17,30.0,188.0,94.0
3905,43,68018,16,24.0,188.0,86.0
3906,414,68065,5,20.0,165.0,60.0
3907,118,68088,17,24.0,171.0,70.0
3908,71,68088,17,24.0,171.0,70.0
3909,415,68114,2,29.0,160.0,58.0
3910,238,68158,34,24.0,182.0,82.0
3911,238,68158,18,28.0,182.0,82.0
3912,90,68159,19,21.0,183.0,83.0
3913,91,68159,19,21.0,183.0,83.0
3914,90,68159,36,25.0,183.0,83.0
3915,171,68159,36,25.0,183.0,83.0
3916,91,68159,36,25.0,183.0,83.0
3917,172,68159,36,25.0,183.0,83.0
3918,90,68159,40,29.0,183.0,83.0
3919,171,68159,40,29.0,183.0,83.0
3920,172,68159,40,29.0,183.0,83.0
3921,241,68166,10,18.0,164.0,45.0
3922,352,68183,12,31.0,173.0,59.0
3923,352,68183,3,35.0,173.0,59.0
3924,1,68225,10,26.0,179.0,70.0
3925,165,68226,6,15.0,178.0,
3926,182,68226,6,15.0,178.0,
3927,203,68249,6,,,
3928,213,68249,6,,,
3929,204,68249,6,,,
3930,205,68249,6,,,
3931,206,68249,6,,,
3932,207,68249,6,,,
3933,208,68249,6,,,
3934,209,68249,6,,,
3935,1,68252,6,27.0,,
3936,42,68318,10,27.0,170.0,62.0
3937,141,68375,8,33.0,166.0,72.0
3938,141,68375,12,37.0,166.0,72.0
3939,44,68482,12,14.0,156.0,45.0
3940,49,68482,12,14.0,156.0,45.0
3941,46,68482,12,14.0,156.0,45.0
3942,47,68482,12,14.0,156.0,45.0
3943,48,68482,12,14.0,156.0,45.0
3944,68,68622,10,17.0,183.0,78.0
3945,20,68622,10,17.0,183.0,78.0
3946,21,68622,10,17.0,183.0,78.0
3947,22,68622,10,17.0,183.0,78.0
3948,23,68721,6,26.0,,
3949,284,68741,4,19.0,167.0,60.0
3950,165,68741,4,19.0,167.0,60.0
3951,182,68741,4,19.0,167.0,60.0
3952,284,68741,1,23.0,167.0,60.0
3953,165,68741,1,23.0,167.0,60.0
3954,182,68741,1,23.0,167.0,60.0
3955,32,68741,1,23.0,167.0,60.0
3956,33,68741,1,23.0,167.0,60.0
3957,182,68741,2,27.0,167.0,60.0
3958,214,68891,3,17.0,173.0,52.0
3959,36,68984,10,31.0,180.0,70.0
3960,37,68984,10,31.0,180.0,70.0
3961,50,69015,12,38.0,172.0,70.0
3962,262,69091,12,28.0,185.0,84.0
3963,324,69129,3,27.0,181.0,90.0
3964,58,69132,1,60.0,165.0,72.0
3965,114,69132,1,60.0,165.0,72.0
3966,69,69208,9,34.0,172.0,70.0
3967,64,69216,4,27.0,195.0,100.0
3968,270,69218,5,22.0,178.0,75.0
3969,145,69228,24,21.0,177.0,76.0
3970,250,69228,24,21.0,177.0,76.0
3971,98,69229,8,18.0,171.0,64.0
3972,97,69229,8,18.0,171.0,64.0
3973,366,69229,8,18.0,171.0,64.0
3974,295,69229,8,18.0,171.0,64.0
3975,98,69229,12,22.0,171.0,64.0
3976,97,69229,12,22.0,171.0,64.0
3977,97,69229,3,26.0,171.0,64.0
3978,1,69250,8,25.0,180.0,77.0
3979,1,69250,12,29.0,180.0,77.0
3980,350,69257,8,19.0,,
3981,179,69261,16,17.0,168.0,53.0
3982,19,69261,16,17.0,168.0,53.0
3983,33,69261,16,17.0,168.0,53.0
3984,60,69263,3,22.0,173.0,60.0
3985,73,69263,3,22.0,173.0,60.0
3986,60,69263,4,26.0,173.0,60.0
3987,59,69263,1,30.0,173.0,60.0
3988,60,69263,1,30.0,173.0,60.0
3989,43,69648,6,23.0,,
3990,42,69700,1,24.0,170.0,70.0
3991,87,69706,8,27.0,158.0,57.0
3992,87,69706,12,31.0,158.0,57.0
3993,56,69772,3,22.0,178.0,59.0
3994,276,69774,11,24.0,160.0,48.0
3995,57,69774,11,24.0,160.0,48.0
3996,60,69808,12,29.0,167.0,53.0
3997,297,69873,5,23.0,204.0,98.0
3998,113,70027,6,23.0,178.0,66.0
3999,113,70027,20,26.0,178.0,66.0
4000,302,70029,21,24.0,173.0,76.0
4001,83,70030,2,24.0,183.0,82.0
4002,83,70030,5,28.0,183.0,82.0
4003,64,70079,12,22.0,199.0,97.0
4004,170,70102,2,29.0,198.0,
4005,24,70105,15,19.0,183.0,78.0
4006,24,70453,5,30.0,188.0,89.0
4007,25,70488,2,25.0,174.0,55.0
4008,136,70513,4,23.0,180.0,62.0
4009,136,70513,1,27.0,180.0,62.0
4010,44,70515,2,18.0,152.0,48.0
4011,49,70515,2,18.0,152.0,48.0
4012,45,70515,2,18.0,152.0,48.0
4013,47,70515,2,18.0,152.0,48.0
4014,48,70515,2,18.0,152.0,48.0
4015,294,70545,30,23.0,168.0,60.0
4016,294,70545,34,27.0,168.0,60.0
4017,1,70726,3,24.0,177.0,74.0
4018,1,70726,4,28.0,177.0,74.0
4019,319,70746,20,31.0,177.0,74.0
4020,179,70749,11,17.0,174.0,65.0
4021,19,70749,11,17.0,174.0,65.0
4022,33,70749,11,17.0,174.0,65.0
4023,153,70749,8,21.0,174.0,65.0
4024,182,70749,8,21.0,174.0,65.0
4025,179,70749,8,21.0,174.0,65.0
4026,19,70749,8,21.0,174.0,65.0
4027,33,70749,8,21.0,174.0,65.0
4028,99,70749,12,25.0,174.0,65.0
4029,179,70749,12,25.0,174.0,65.0
4030,19,70749,12,25.0,174.0,65.0
4031,33,70749,12,25.0,174.0,65.0
4032,163,70839,5,25.0,194.0,88.0
4033,107,70841,11,29.0,174.0,56.0
4034,108,70841,11,29.0,174.0,56.0
4035,64,70852,4,37.0,200.0,108.0
4036,36,70860,1,25.0,170.0,62.0
4037,203,70862,16,22.0,170.0,68.0
4038,204,70862,16,22.0,170.0,68.0
4039,205,70862,16,22.0,170.0,68.0
4040,206,70862,16,22.0,170.0,68.0
4041,207,70862,16,22.0,170.0,68.0
4042,208,70862,16,22.0,170.0,68.0
4043,209,70862,16,22.0,170.0,68.0
4044,203,70862,9,26.0,170.0,68.0
4045,204,70862,9,26.0,170.0,68.0
4046,205,70862,9,26.0,170.0,68.0
4047,206,70862,9,26.0,170.0,68.0
4048,207,70862,9,26.0,170.0,68.0
4049,208,70862,9,26.0,170.0,68.0
4050,209,70862,9,26.0,170.0,68.0
4051,25,70953,1,25.0,185.0,92.0
4052,25,70953,2,29.0,185.0,92.0
4053,416,70954,18,23.0,168.0,70.0
4054,416,70954,21,27.0,168.0,70.0
4055,416,70954,22,31.0,168.0,70.0
4056,93,70963,4,26.0,181.0,80.0
4057,59,70967,8,25.0,168.0,58.0
4058,73,70967,8,25.0,168.0,58.0
4059,227,70969,22,18.0,163.0,48.0
4060,228,70969,22,18.0,163.0,48.0
4061,65,70979,2,24.0,191.0,88.0
4062,65,70979,5,28.0,191.0,88.0
4063,317,70986,15,21.0,183.0,83.0
4064,31,71023,3,21.0,206.0,93.0
4065,127,71030,4,28.0,187.0,70.0
4066,6,71039,12,19.0,182.0,83.0
4067,29,71043,5,21.0,165.0,58.0
4068,24,71048,8,34.0,195.0,80.0
4069,82,71195,4,24.0,196.0,89.0
4070,81,71195,1,28.0,196.0,89.0
4071,163,71203,3,25.0,194.0,89.0
4072,24,71228,11,19.0,220.0,135.0
4073,24,71228,8,23.0,220.0,135.0
4074,24,71228,3,31.0,220.0,135.0
4075,23,71233,8,21.0,,
4076,405,71258,3,22.0,160.0,60.0
4077,179,71497,11,18.0,182.0,66.0
4078,19,71497,11,18.0,182.0,66.0
4079,23,71498,6,27.0,,
4080,109,71576,17,24.0,181.0,78.0
4081,109,71576,10,28.0,181.0,78.0
4082,221,71577,10,23.0,168.0,54.0
4083,23,71670,6,25.0,,
4084,141,71746,2,34.0,169.0,61.0
4085,417,71751,4,21.0,170.0,94.0
4086,418,71751,1,25.0,170.0,94.0
4087,81,71771,10,22.0,185.0,86.0
4088,25,71796,17,24.0,192.0,90.0
4089,65,71796,10,28.0,192.0,90.0
4090,272,71819,3,20.0,184.0,87.0
4091,254,71819,3,20.0,184.0,87.0
4092,255,71819,3,20.0,184.0,87.0
4093,272,71819,4,24.0,184.0,87.0
4094,254,71819,4,24.0,184.0,87.0
4095,255,71819,4,24.0,184.0,87.0
4096,23,71860,12,22.0,178.0,86.0
4097,197,71986,4,20.0,184.0,74.0
4098,286,71999,3,22.0,165.0,61.0
4099,131,71999,3,22.0,165.0,61.0
4100,299,71999,3,22.0,165.0,61.0
4101,285,72118,8,26.0,180.0,74.0
4102,30,72118,12,30.0,180.0,74.0
4103,299,72159,1,24.0,160.0,51.0
4104,220,72190,8,29.0,173.0,61.0
4105,346,72197,10,24.0,180.0,138.0
4106,258,72218,10,28.0,178.0,72.0
4107,157,72250,14,23.0,188.0,77.0
4108,268,72250,14,23.0,188.0,77.0
4109,10,72250,14,23.0,188.0,77.0
4110,11,72250,14,23.0,188.0,77.0
4111,353,72250,14,23.0,188.0,77.0
4112,354,72250,14,23.0,188.0,77.0
4113,10,72250,6,27.0,188.0,77.0
4114,11,72250,6,27.0,188.0,77.0
4115,157,72250,20,31.0,188.0,77.0
4116,11,72250,20,31.0,188.0,77.0
4117,157,72250,15,35.0,188.0,77.0
4118,268,72250,15,35.0,188.0,77.0
4119,10,72250,15,35.0,188.0,77.0
4120,11,72250,15,35.0,188.0,77.0
4121,163,72546,9,23.0,188.0,87.0
4122,127,72621,12,26.0,183.0,70.0
4123,312,72627,41,23.0,170.0,64.0
4124,313,72627,41,23.0,170.0,64.0
4125,36,72631,10,21.0,185.0,75.0
4126,37,72631,10,21.0,185.0,75.0
4127,71,72633,12,28.0,188.0,87.0
4128,42,72634,5,30.0,179.0,68.0
4129,44,72640,9,17.0,159.0,48.0
4130,45,72640,9,17.0,159.0,48.0
4131,46,72640,9,17.0,159.0,48.0
4132,47,72640,9,17.0,159.0,48.0
4133,48,72640,9,17.0,159.0,48.0
4134,149,72665,13,18.0,,
4135,149,72665,14,22.0,,
4136,293,72666,3,31.0,164.0,57.0
4137,150,72839,6,,,
4138,9,72839,6,,,
4139,25,72859,9,22.0,193.0,93.0
4140,311,72882,36,20.0,,
4141,397,72908,1,31.0,176.0,58.0
4142,419,72921,6,,,
4143,58,73006,15,31.0,169.0,58.0
4144,114,73006,15,31.0,169.0,58.0
4145,165,73031,28,21.0,182.0,
4146,179,73031,28,21.0,182.0,
4147,154,73039,20,21.0,175.0,70.0
4148,321,73039,20,21.0,175.0,70.0
4149,154,73039,15,25.0,175.0,70.0
4150,321,73039,15,25.0,175.0,70.0
4151,154,73039,24,29.0,175.0,70.0
4152,321,73039,24,29.0,175.0,70.0
4153,11,73039,24,29.0,175.0,70.0
4154,154,73039,16,33.0,175.0,70.0
4155,154,73039,9,37.0,175.0,70.0
4156,126,73041,12,26.0,188.0,77.0
4157,153,73050,4,20.0,161.0,52.0
4158,98,73050,4,20.0,161.0,52.0
4159,97,73050,4,20.0,161.0,52.0
4160,99,73050,4,20.0,161.0,52.0
4161,153,73050,1,24.0,161.0,52.0
4162,98,73050,1,24.0,161.0,52.0
4163,99,73050,1,24.0,161.0,52.0
4164,271,73054,6,19.0,,
4165,182,73061,8,16.0,179.0,72.0
4166,182,73061,12,20.0,179.0,72.0
4167,99,73061,12,20.0,179.0,72.0
4168,24,73069,12,19.0,197.0,101.0
4169,24,73069,3,24.0,197.0,101.0
4170,163,73079,16,23.0,185.0,85.0
4171,25,73080,28,31.0,,
4172,203,73099,15,24.0,173.0,64.0
4173,213,73099,15,24.0,173.0,64.0
4174,204,73099,15,24.0,173.0,64.0
4175,205,73099,15,24.0,173.0,64.0
4176,206,73099,15,24.0,173.0,64.0
4177,207,73099,15,24.0,173.0,64.0
4178,208,73099,15,24.0,173.0,64.0
4179,209,73099,15,24.0,173.0,64.0
4180,162,73109,2,25.0,168.0,61.0
4181,112,73113,14,24.0,190.0,85.0
4182,113,73113,14,24.0,190.0,85.0
4183,112,73113,6,28.0,190.0,85.0
4184,194,73117,3,38.0,157.0,66.0
4185,195,73117,3,38.0,157.0,66.0
4186,194,73117,4,42.0,157.0,66.0
4187,333,73135,12,24.0,182.0,72.0
4188,159,73141,4,29.0,171.0,57.0
4189,159,73141,1,33.0,171.0,57.0
4190,23,73170,4,22.0,190.0,86.0
4191,24,73179,9,24.0,188.0,81.0
4192,270,73213,14,22.0,185.0,80.0
4193,298,73213,6,26.0,185.0,80.0
4194,298,73213,20,30.0,185.0,80.0
4195,332,73214,1,28.0,176.0,78.0
4196,420,73387,13,30.0,,116.0
4197,247,73417,22,22.0,150.0,50.0
4198,5,73453,2,21.0,198.0,94.0
4199,104,73453,2,21.0,198.0,94.0
4200,6,73453,2,21.0,198.0,94.0
4201,120,73453,2,21.0,198.0,94.0
4202,6,73453,5,25.0,198.0,94.0
4203,292,73497,24,23.0,171.0,60.0
4204,24,73530,12,23.0,188.0,85.0
4205,24,73530,3,27.0,188.0,85.0
4206,24,73530,4,31.0,188.0,85.0
4207,162,73534,10,24.0,178.0,73.0
4208,162,73534,11,28.0,178.0,73.0
4209,162,73534,12,36.0,178.0,73.0
4210,197,73600,5,26.0,190.0,81.0
4211,34,73600,5,26.0,190.0,81.0
4212,42,73719,12,24.0,168.0,62.0
4213,42,73719,3,28.0,168.0,62.0
4214,304,73720,6,41.0,,
4215,96,73721,1,24.0,190.0,95.0
4216,296,73979,12,34.0,168.0,54.0
4217,1,73991,20,24.0,165.0,62.0
4218,202,74027,20,18.0,168.0,56.0
4219,183,74040,2,30.0,175.0,76.0
4220,186,74040,2,30.0,175.0,76.0
4221,273,74173,4,17.0,183.0,95.0
4222,23,74182,8,20.0,,
4223,310,74189,5,23.0,186.0,95.0
4224,218,74517,12,36.0,164.0,50.0
4225,93,74568,3,31.0,181.0,67.0
4226,25,74623,6,26.0,,
4227,145,74685,12,26.0,176.0,76.0
4228,53,74685,12,26.0,176.0,76.0
4229,31,74725,3,21.0,197.0,94.0
4230,65,74731,1,25.0,191.0,94.0
4231,163,74731,2,29.0,191.0,94.0
4232,264,74788,6,19.0,,
4233,421,74889,2,29.0,193.0,92.0
4234,290,74985,15,24.0,160.0,59.0
4235,24,75014,2,27.0,211.0,125.0
4236,410,75102,4,36.0,178.0,88.0
4237,340,75102,5,48.0,178.0,88.0
4238,341,75102,5,48.0,178.0,88.0
4239,405,75146,4,24.0,168.0,52.0
4240,405,75146,2,32.0,168.0,52.0
4241,337,75149,11,24.0,183.0,85.0
4242,337,75149,8,28.0,183.0,85.0
4243,267,75149,12,32.0,183.0,85.0
4244,338,75149,12,32.0,183.0,85.0
4245,267,75149,3,36.0,183.0,85.0
4246,338,75149,3,36.0,183.0,85.0
4247,338,75149,1,44.0,183.0,85.0
4248,338,75149,2,48.0,183.0,85.0
4249,84,75182,3,25.0,182.0,82.0
4250,84,75182,4,29.0,182.0,82.0
4251,23,75211,8,22.0,,
4252,84,75371,5,19.0,187.0,78.0
4253,96,75375,8,21.0,190.0,92.0
4254,96,75375,3,29.0,190.0,92.0
4255,42,75376,12,33.0,176.0,68.0
4256,257,75392,15,25.0,170.0,70.0
4257,257,75392,24,29.0,170.0,70.0
4258,162,75400,10,20.0,183.0,
4259,323,75410,10,27.0,173.0,70.0
4260,20,75414,13,18.0,,
